contrast,metric,stratum_type,stratum,n_blocks,mean_difference,median_difference,ci95_low,ci95_high,positive,negative,ties,sign_test_p,randomization_p
pdi_distributed_minus_single,toward_push_share,model,ministral-3:14b,16,-0.005208333333333336,0.0,-0.04687500000000001,0.041666666666666664,4,6,6,0.75390625,1.0
pdi_distributed_minus_single,toward_push_share,model,qwen3.5:9b,16,-0.031249999999999997,0.0,-0.06263020833333321,-1.734723475976807e-18,1,5,10,0.21875,0.15625
pdi_distributed_minus_single,toward_push_share,topic,ai_labels,12,-0.013888888888888886,0.0,-0.048611111111111105,0.02777777777777778,1,4,7,0.375,0.75
pdi_distributed_minus_single,toward_push_share,topic,chronological_default,12,-0.041666666666666664,-0.04166666666666666,-0.08333333333333336,2.3129646346357427e-18,2,6,4,0.2890625,0.1875
pdi_distributed_minus_single,toward_push_share,topic,identity_verification,12,0.013888888888888883,0.0,-0.020833333333333343,0.055555555555555546,3,2,7,1.0,0.75
pdi_distributed_minus_single,toward_push_share,topic,political_ad_targeting,12,4.625929269271485e-18,0.0,-0.03472222222222222,0.027777777777777787,2,1,9,1.0,1.0
pdi_distributed_minus_single,opposite_side_survival,overall,all,48,0.01736111111111111,0.0,0.0,0.03819444444444444,5,1,42,0.21875,0.1875
pdi_distributed_minus_single,opposite_side_survival,model,gemma4:12b,16,-0.010416666666666664,0.0,-0.031249999999999993,0.0,0,1,15,1.0,1.0
pdi_distributed_minus_single,opposite_side_survival,model,ministral-3:14b,16,0.0,0.0,0.0,0.0,0,0,16,1.0,1.0
pdi_distributed_minus_single,opposite_side_survival,model,qwen3.5:9b,16,0.06249999999999999,0.0,0.02083333333333333,0.11458333333333333,5,0,11,0.0625,0.0625
pdi_distributed_minus_single,opposite_side_survival,topic,ai_labels,12,0.013888888888888886,0.0,0.0,0.04166666666666666,1,0,11,1.0,1.0
pdi_distributed_minus_single,opposite_side_survival,topic,chronological_default,12,0.013888888888888886,0.0,0.0,0.04166666666666666,1,0,11,1.0,1.0
pdi_distributed_minus_single,opposite_side_survival,topic,identity_verification,12,0.0,0.0,-0.04166666666666666,0.04166666666666666,1,1,10,1.0,1.0
pdi_distributed_minus_single,opposite_side_survival,topic,political_ad_targeting,12,0.041666666666666664,0.0,0.0,0.11111111111111112,2,0,10,0.5,0.5
pdi_distributed_minus_single,majority_capture,overall,all,48,-0.0625,0.0,-0.16666666666666666,0.020833333333333332,1,4,43,0.375,0.375
pdi_distributed_minus_single,majority_capture,model,gemma4:12b,16,0.0625,0.0,0.0,0.1875,1,0,15,1.0,1.0
pdi_distributed_minus_single,majority_capture,model,ministral-3:14b,16,0.0,0.0,0.0,0.0,0,0,16,1.0,1.0
pdi_distributed_minus_single,majority_capture,model,qwen3.5:9b,16,-0.25,0.0,-0.5,-0.0625,0,4,12,0.125,0.125
pdi_distributed_minus_single,majority_capture,topic,ai_labels,12,-0.08333333333333333,0.0,-0.25,0.0,0,1,11,1.0,1.0
pdi_distributed_minus_single,majority_capture,topic,chronological_default,12,-0.08333333333333333,0.0,-0.25,0.0,0,1,11,1.0,1.0
pdi_distributed_minus_single,majority_capture,topic,identity_verification,12,0.0,0.0,-0.25,0.25,1,1,10,1.0,1.0
pdi_distributed_minus_single,majority_capture,topic,political_ad_targeting,12,-0.08333333333333333,0.0,-0.25,0.0,0,1,11,1.0,1.0
pdi_distributed_minus_single,final_honest_pairwise_similarity,overall,all,48,-0.002523506091784235,-0.001451331059213308,-0.005312267447492653,0.0002912638867282574,22,26,0,0.6654658120766186,0.08534291465708534
pdi_distributed_minus_single,final_honest_pairwise_similarity,model,gemma4:12b,16,-0.0029288056424431356,-0.0021421205159645566,-0.00800171992249059,0.002003143252875944,6,10,0,0.454498291015625,0.286346435546875
pdi_distributed_minus_single,final_honest_pairwise_similarity,model,ministral-3:14b,16,-2.307914923948412e-05,0.001008301067035259,-0.0049169794288536775,0.004909744177777886,9,7,0,0.803619384765625,0.99383544921875
pdi_distributed_minus_single,final_honest_pairwise_similarity,model,qwen3.5:9b,16,-0.004618633483670085,-0.0039011084151345937,-0.0089287877897161,-0.0003645487398532993,7,9,0,0.803619384765625,0.05999755859375
pdi_distributed_minus_single,final_honest_pairwise_similarity,topic,ai_labels,12,-0.0021141607994165077,0.00027990632251628095,-0.0073224064200291625,0.0016275098386753135,7,5,0,0.7744140625,0.52587890625
pdi_distributed_minus_single,final_honest_pairwise_similarity,topic,chronological_default,12,0.002672895048942144,0.00412690332162648,-0.0034859805943963694,0.008542068354700692,8,4,0,0.3876953125,0.42041015625
pdi_distributed_minus_single,final_honest_pairwise_similarity,topic,identity_verification,12,-0.00812603315544974,-0.010978585878890413,-0.012461963778018772,-0.003329905737739222,3,9,0,0.14599609375,0.01123046875
pdi_distributed_minus_single,final_honest_pairwise_similarity,topic,political_ad_targeting,12,-0.0025267254612128367,-0.002174930020636994,-0.007756160834284869,0.002567615139814847,4,8,0,0.3876953125,0.37109375
engagement_likes_minus_control,delta_alignment,overall,all,48,-0.03298611111111111,-0.08333333333333331,-0.1076388888888889,0.0503472222222222,13,25,10,0.07295138851623051,0.4514995485004515
engagement_likes_minus_control,delta_alignment,model,gemma4:12b,16,-0.031249999999999993,-0.04166666666666666,-0.09895833333333333,0.04166666666666667,4,8,4,0.3876953125,0.48193359375
engagement_likes_minus_control,delta_alignment,model,ministral-3:14b,16,-0.11458333333333333,-0.12499999999999997,-0.203125,-0.026041666666666657,3,10,3,0.09228515625,0.039794921875
engagement_likes_minus_control,delta_alignment,model,qwen3.5:9b,16,0.04687499999999999,0.0,-0.13541666666666669,0.2552083333333333,6,7,3,1.0,0.70947265625
engagement_likes_minus_control,delta_alignment,topic,ai_labels,12,-0.08333333333333333,-0.08333333333333333,-0.18055555555555555,0.013888888888888895,3,6,3,0.5078125,0.18359375
engagement_likes_minus_control,delta_alignment,topic,chronological_default,12,-0.027777777777777773,-0.041666666666666664,-0.12500000000000003,0.0763888888888889,3,6,3,0.5078125,0.70703125
engagement_likes_minus_control,delta_alignment,topic,identity_verification,12,-0.09027777777777778,-0.16666666666666663,-0.2569444444444444,0.10416666666666667,2,8,2,0.109375,0.419921875
engagement_likes_minus_control,delta_alignment,topic,political_ad_targeting,12,0.06944444444444443,0.0,-0.09722222222222222,0.2916666666666667,5,5,2,1.0,0.70703125
engagement_likes_minus_control,final_pushed_side_share,overall,all,48,0.0017361111111111095,0.0,-0.008680555555555558,0.013888888888888886,4,4,40,1.0,1.0
engagement_likes_minus_control,final_pushed_side_share,model,gemma4:12b,16,-0.005208333333333336,0.0,-0.015625000000000007,0.0,0,1,15,1.0,1.0
engagement_likes_minus_control,final_pushed_side_share,model,ministral-3:14b,16,-0.010416666666666664,0.0,-0.02604166666666666,0.0,0,2,14,0.5,0.5
engagement_likes_minus_control,final_pushed_side_share,model,qwen3.5:9b,16,0.02083333333333333,0.0,-0.005208333333333332,0.046875,4,1,11,0.375,0.3125
engagement_likes_minus_control,final_pushed_side_share,topic,ai_labels,12,-0.006944444444444443,0.0,-0.02083333333333333,0.0,0,1,11,1.0,1.0
engagement_likes_minus_control,final_pushed_side_share,topic,chronological_default,12,4.625929269271485e-18,0.0,-0.02083333333333333,0.020833333333333343,1,1,10,1.0,1.0
engagement_likes_minus_control,final_pushed_side_share,topic,identity_verification,12,-0.0069444444444444475,0.0,-0.02777777777777779,0.013888888888888886,1,2,9,1.0,1.0
engagement_likes_minus_control,final_pushed_side_share,topic,political_ad_targeting,12,0.020833333333333325,0.0,0.0,0.05555555555555553,2,0,10,0.5,0.5
engagement_likes_minus_control,toward_push_share,overall,all,48,0.026041666666666668,0.0,0.0,0.05381944444444444,15,9,24,0.30745625495910645,0.0806049193950806
engagement_likes_minus_control,toward_push_share,model,gemma4:12b,16,0.015625,0.0,-0.015624999999999998,0.052083333333333336,3,2,11,1.0,0.5625
engagement_likes_minus_control,toward_push_share,model,ministral-3:14b,16,-0.015625000000000003,0.0,-0.05208333333333334,0.02604166666666666,3,6,7,0.5078125,0.6171875
engagement_likes_minus_control,toward_push_share,model,qwen3.5:9b,16,0.078125,0.08333333333333331,0.03125,0.13020833333333334,9,1,6,0.021484375,0.013671875
engagement_likes_minus_control,toward_push_share,topic,ai_labels,12,-0.00694444444444444,0.0,-0.048611111111111105,0.03472222222222222,3,3,6,1.0,1.0
engagement_likes_minus_control,toward_push_share,topic,chronological_default,12,0.048611111111111105,0.0,0.00694444444444444,0.09722222222222221,5,1,6,0.21875,0.125
engagement_likes_minus_control,toward_push_share,topic,identity_verification,12,0.006944444444444444,0.0,-0.041666666666666664,0.0625,3,4,5,1.0,1.0
engagement_likes_minus_control,toward_push_share,topic,political_ad_targeting,12,0.05555555555555555,0.0,-4.625929269271485e-18,0.125,4,1,7,0.375,0.1875
engagement_likes_minus_control,opposite_side_survival,overall,all,48,-0.01041666666666667,0.0,-0.03125,0.0034722222222222216,1,3,44,0.625,0.5
engagement_likes_minus_control,opposite_side_survival,model,gemma4:12b,16,0.010416666666666664,0.0,0.0,0.031249999999999993,1,0,15,1.0,1.0
engagement_likes_minus_control,opposite_side_survival,model,ministral-3:14b,16,0.0,0.0,0.0,0.0,0,0,16,1.0,1.0
engagement_likes_minus_control,opposite_side_survival,model,qwen3.5:9b,16,-0.04166666666666667,0.0,-0.09375,0.0,0,3,13,0.25,0.25
engagement_likes_minus_control,opposite_side_survival,topic,ai_labels,12,0.0,0.0,0.0,0.0,0,0,12,1.0,1.0
engagement_likes_minus_control,opposite_side_survival,topic,chronological_default,12,-0.013888888888888886,0.0,-0.04166666666666666,0.0,0,1,11,1.0,1.0
engagement_likes_minus_control,opposite_side_survival,topic,identity_verification,12,0.013888888888888886,0.0,0.0,0.04166666666666666,1,0,11,1.0,1.0
engagement_likes_minus_control,opposite_side_survival,topic,political_ad_targeting,12,-0.04166666666666668,0.0,-0.11111111111111112,0.0,0,2,10,0.5,0.5
engagement_likes_minus_control,majority_capture,overall,all,48,0.020833333333333332,0.0,-0.041666666666666664,0.08333333333333333,2,1,45,1.0,1.0
engagement_likes_minus_control,majority_capture,model,gemma4:12b,16,-0.0625,0.0,-0.1875,0.0,0,1,15,1.0,1.0
engagement_likes_minus_control,majority_capture,model,ministral-3:14b,16,0.0,0.0,0.0,0.0,0,0,16,1.0,1.0
engagement_likes_minus_control,majority_capture,model,qwen3.5:9b,16,0.125,0.0,0.0,0.3125,2,0,14,0.5,0.5
engagement_likes_minus_control,majority_capture,topic,ai_labels,12,0.0,0.0,0.0,0.0,0,0,12,1.0,1.0
engagement_likes_minus_control,majority_capture,topic,chronological_default,12,0.08333333333333333,0.0,0.0,0.25,1,0,11,1.0,1.0
engagement_likes_minus_control,majority_capture,topic,identity_verification,12,-0.08333333333333333,0.0,-0.25,0.0,0,1,11,1.0,1.0
engagement_likes_minus_control,majority_capture,topic,political_ad_targeting,12,0.08333333333333333,0.0,0.0,0.25,1,0,11,1.0,1.0
engagement_likes_minus_control,final_honest_pairwise_similarity,overall,all,48,0.01093770031668457,0.008112026993715136,0.0068571937647385105,0.01514471828687596,36,12,0,0.0007172696733945827,9.99999000001e-07
engagement_likes_minus_control,final_honest_pairwise_similarity,model,gemma4:12b,16,0.0032283376108728033,0.003513848423075148,-0.00039099874630816553,0.007094563183593378,10,6,0,0.454498291015625,0.122283935546875
engagement_likes_minus_control,final_honest_pairwise_similarity,model,ministral-3:14b,16,0.004597338917665926,0.006884324503631047,-0.0004263494338774369,0.009509735421688188,10,6,0,0.454498291015625,0.099761962890625
engagement_likes_minus_control,final_honest_pairwise_similarity,model,qwen3.5:9b,16,0.024987424421514984,0.024250148268379047,0.018226049499918066,0.0319829034453181,16,0,0,3.0517578125e-05,3.0517578125e-05
engagement_likes_minus_control,final_honest_pairwise_similarity,topic,ai_labels,12,0.0068180363786582545,0.008309866247963434,0.0013022140239882123,0.01223070551882619,10,2,0,0.03857421875,0.0390625
engagement_likes_minus_control,final_honest_pairwise_similarity,topic,chronological_default,12,0.007148525347024194,0.005611988234564748,0.0004986002718999601,0.014546527164384065,7,5,0,0.7744140625,0.09033203125
engagement_likes_minus_control,final_honest_pairwise_similarity,topic,identity_verification,12,0.018531418308483927,0.0180020493580803,0.010519215335666736,0.027633800608134286,10,2,0,0.03857421875,0.001953125
engagement_likes_minus_control,final_honest_pairwise_similarity,topic,political_ad_targeting,12,0.011252821232571904,0.006674817392699366,0.00207688448757353,0.021529562854939118,9,3,0,0.14599609375,0.052734375
single_minus_organic,delta_alignment,overall,all,48,0.07986111111111109,0.08333333333333331,0.019097222222222213,0.14236111111111108,27,9,12,0.00393317302223295,0.016876983123016876
single_minus_organic,delta_alignment,model,gemma4:12b,16,0.005208333333333322,0.08333333333333326,-0.07291666666666669,0.06249999999999998,9,3,4,0.14599609375,1.0
single_minus_organic,delta_alignment,model,ministral-3:14b,16,0.09895833333333333,0.0,0.005208333333333322,0.20312499999999997,7,2,7,0.1796875,0.09375
single_minus_organic,delta_alignment,model,qwen3.5:9b,16,0.13541666666666666,0.125,0.005208333333333311,0.265625,11,4,1,0.11846923828125,0.0823974609375
single_minus_organic,delta_alignment,topic,ai_labels,12,0.09027777777777775,0.0833333333333333,0.013888888888888873,0.18055555555555555,7,1,4,0.0703125,0.1015625
single_minus_organic,delta_alignment,topic,chronological_default,12,0.09027777777777775,0.12499999999999997,-0.08333333333333336,0.24999999999999997,8,3,1,0.2265625,0.3623046875
single_minus_organic,delta_alignment,topic,identity_verification,12,0.03472222222222222,0.0,-0.07638888888888888,0.15277777777777776,5,4,3,1.0,0.66796875
single_minus_organic,delta_alignment,topic,political_ad_targeting,12,0.10416666666666667,0.08333333333333329,0.020833333333333343,0.2222222222222222,7,1,4,0.0703125,0.046875
single_minus_organic,final_pushed_side_share,overall,all,48,0.005208333333333336,0.0,-0.00520833333333333,0.015625000000000003,6,3,39,0.5078125,0.5078125
single_minus_organic,final_pushed_side_share,model,gemma4:12b,16,-0.005208333333333332,0.0,-0.015624999999999997,0.0,0,1,15,1.0,1.0
single_minus_organic,final_pushed_side_share,model,ministral-3:14b,16,0.005208333333333332,0.0,-0.010416666666666664,0.02083333333333333,2,1,13,1.0,1.0
single_minus_organic,final_pushed_side_share,model,qwen3.5:9b,16,0.015625000000000007,0.0,-0.005208333333333329,0.03645833333333334,4,1,11,0.375,0.375
single_minus_organic,final_pushed_side_share,topic,ai_labels,12,0.0069444444444444475,0.0,0.0,0.020833333333333343,1,0,11,1.0,1.0
single_minus_organic,final_pushed_side_share,topic,chronological_default,12,0.0,0.0,-0.027777777777777773,0.027777777777777773,2,2,8,1.0,1.0
single_minus_organic,final_pushed_side_share,topic,identity_verification,12,0.0069444444444444475,0.0,-0.013888888888888886,0.027777777777777787,2,1,9,1.0,1.0
single_minus_organic,final_pushed_side_share,topic,political_ad_targeting,12,0.0069444444444444475,0.0,0.0,0.020833333333333343,1,0,11,1.0,1.0
single_minus_organic,toward_push_share,overall,all,48,0.026041666666666668,0.0,0.006944444444444448,0.04513888888888889,18,6,24,0.022655844688415527,0.01442098557901442
single_minus_organic,toward_push_share,model,gemma4:12b,16,0.02083333333333333,0.0,0.005208333333333332,0.04166666666666666,4,0,12,0.125,0.125
single_minus_organic,toward_push_share,model,ministral-3:14b,16,0.03645833333333334,0.0,-0.005208333333333333,0.08333333333333333,7,3,6,0.34375,0.201171875
single_minus_organic,toward_push_share,model,qwen3.5:9b,16,0.020833333333333332,0.0,-0.010416666666666668,0.05208333333333333,7,3,6,0.34375,0.34375
single_minus_organic,toward_push_share,topic,ai_labels,12,0.041666666666666664,0.0,-1.1564823173178713e-18,0.09027777777777778,5,1,6,0.21875,0.1875
single_minus_organic,toward_push_share,topic,chronological_default,12,0.034722222222222224,0.0,1.1564823173178713e-18,0.06944444444444445,5,1,6,0.21875,0.1875
single_minus_organic,toward_push_share,topic,identity_verification,12,4.625929269271485e-18,0.0,-0.03472222222222222,0.034722222222222224,3,3,6,1.0,1.0
single_minus_organic,toward_push_share,topic,political_ad_targeting,12,0.027777777777777773,0.0,-1.3877787807814457e-17,0.05555555555555555,5,1,6,0.21875,0.21875
single_minus_organic,opposite_side_survival,overall,all,48,-0.010416666666666664,0.0,-0.024305555555555552,0.0,0,3,45,0.25,0.25
single_minus_organic,opposite_side_survival,model,gemma4:12b,16,0.0,0.0,0.0,0.0,0,0,16,1.0,1.0
single_minus_organic,opposite_side_survival,model,ministral-3:14b,16,0.0,0.0,0.0,0.0,0,0,16,1.0,1.0
single_minus_organic,opposite_side_survival,model,qwen3.5:9b,16,-0.031249999999999993,0.0,-0.062499999999999986,0.0,0,3,13,0.25,0.25
single_minus_organic,opposite_side_survival,topic,ai_labels,12,-0.013888888888888886,0.0,-0.04166666666666666,0.0,0,1,11,1.0,1.0
single_minus_organic,opposite_side_survival,topic,chronological_default,12,0.0,0.0,0.0,0.0,0,0,12,1.0,1.0
single_minus_organic,opposite_side_survival,topic,identity_verification,12,-0.013888888888888886,0.0,-0.04166666666666666,0.0,0,1,11,1.0,1.0
single_minus_organic,opposite_side_survival,topic,political_ad_targeting,12,-0.013888888888888886,0.0,-0.04166666666666666,0.0,0,1,11,1.0,1.0
single_minus_organic,majority_capture,overall,all,48,0.041666666666666664,0.0,0.0,0.10416666666666667,2,0,46,0.5,0.5
single_minus_organic,majority_capture,model,gemma4:12b,16,0.0,0.0,0.0,0.0,0,0,16,1.0,1.0
single_minus_organic,majority_capture,model,ministral-3:14b,16,0.0,0.0,0.0,0.0,0,0,16,1.0,1.0
single_minus_organic,majority_capture,model,qwen3.5:9b,16,0.125,0.0,0.0,0.3125,2,0,14,0.5,0.5
single_minus_organic,majority_capture,topic,ai_labels,12,0.08333333333333333,0.0,0.0,0.25,1,0,11,1.0,1.0
single_minus_organic,majority_capture,topic,chronological_default,12,0.0,0.0,0.0,0.0,0,0,12,1.0,1.0
single_minus_organic,majority_capture,topic,identity_verification,12,0.08333333333333333,0.0,0.0,0.25,1,0,11,1.0,1.0
single_minus_organic,majority_capture,topic,political_ad_targeting,12,0.0,0.0,0.0,0.0,0,0,12,1.0,1.0
single_minus_organic,final_honest_pairwise_similarity,overall,all,48,-0.002563166967110469,-0.004977434215531307,-0.005889030608334511,0.0008640130867355218,18,30,0,0.11140289106101875,0.14674485325514675
single_minus_organic,final_honest_pairwise_similarity,model,gemma4:12b,16,0.0002191542006187478,-0.0021565610098153876,-0.004864628404007678,0.0053611209438934005,7,9,0,0.803619384765625,0.93634033203125
single_minus_organic,final_honest_pairwise_similarity,model,ministral-3:14b,16,-0.0018302734331494348,-0.004301194810658019,-0.00806347342236585,0.004434443618376253,7,9,0,0.803619384765625,0.58154296875
single_minus_organic,final_honest_pairwise_similarity,model,qwen3.5:9b,16,-0.006078381668800719,-0.00820407061512746,-0.011428644382732639,-0.00042136744811013257,4,12,0,0.076812744140625,0.05792236328125
single_minus_organic,final_honest_pairwise_similarity,topic,ai_labels,12,0.0027451197403497527,-0.002261588188447329,-0.0036429095370028594,0.009587641807820981,5,7,0,0.7744140625,0.45263671875
single_minus_organic,final_honest_pairwise_similarity,topic,chronological_default,12,-0.004217521560883508,-0.004811084550394222,-0.010195715252039439,0.0017932623193054728,4,8,0,0.3876953125,0.21044921875
single_minus_organic,final_honest_pairwise_similarity,topic,identity_verification,12,-0.0038624633060636675,-0.005948965277615105,-0.010946131460425739,0.003157011647800566,5,7,0,0.7744140625,0.3193359375
single_minus_organic,final_honest_pairwise_similarity,topic,political_ad_targeting,12,-0.004917802741844451,-0.007255692195984103,-0.011065399565396162,0.0012805451399682632,4,8,0,0.3876953125,0.16015625
distributed_minus_organic,delta_alignment,overall,all,48,0.03993055555555555,0.08333333333333329,-0.026041666666666657,0.10243055555555554,26,10,12,0.011330984183587134,0.2559177440822559
distributed_minus_organic,delta_alignment,model,gemma4:12b,16,0.06770833333333333,0.08333333333333331,0.04166666666666666,0.09895833333333333,11,0,5,0.0009765625,0.0009765625
distributed_minus_organic,delta_alignment,model,ministral-3:14b,16,0.09374999999999999,0.04166666666666663,-0.005208333333333337,0.203125,8,3,5,0.2265625,0.1298828125
distributed_minus_organic,delta_alignment,model,qwen3.5:9b,16,-0.04166666666666667,0.0,-0.19791666666666663,0.09895833333333333,7,7,2,1.0,0.6539306640625
distributed_minus_organic,delta_alignment,topic,ai_labels,12,0.08333333333333333,0.04166666666666666,-0.02083333333333334,0.21527777777777776,6,2,4,0.2890625,0.28125
distributed_minus_organic,delta_alignment,topic,chronological_default,12,-0.0625,0.0,-0.20138888888888892,0.055555555555555546,5,5,2,1.0,0.5
distributed_minus_organic,delta_alignment,topic,identity_verification,12,0.09722222222222221,0.04166666666666666,0.013888888888888876,0.19444444444444442,6,2,4,0.2890625,0.125
distributed_minus_organic,delta_alignment,topic,political_ad_targeting,12,0.041666666666666664,0.08333333333333333,-0.12499999999999999,0.15277777777777776,9,1,2,0.021484375,0.740234375
distributed_minus_organic,final_pushed_side_share,overall,all,48,-0.0034722222222222216,0.0,-0.015624999999999998,0.008680555555555554,4,5,39,1.0,0.78125
distributed_minus_organic,final_pushed_side_share,model,gemma4:12b,16,0.005208333333333336,0.0,0.0,0.015625000000000007,1,0,15,1.0,1.0
distributed_minus_organic,final_pushed_side_share,model,ministral-3:14b,16,0.005208333333333332,0.0,-0.010416666666666664,0.02083333333333333,2,1,13,1.0,1.0
distributed_minus_organic,final_pushed_side_share,model,qwen3.5:9b,16,-0.020833333333333332,0.0,-0.05208333333333332,0.005208333333333332,1,4,11,0.375,0.3125
distributed_minus_organic,final_pushed_side_share,topic,ai_labels,12,-0.006944444444444443,0.0,-0.027777777777777773,0.013888888888888886,1,2,9,1.0,1.0
distributed_minus_organic,final_pushed_side_share,topic,chronological_default,12,-0.0069444444444444475,0.0,-0.027777777777777787,0.013888888888888886,1,2,9,1.0,1.0
distributed_minus_organic,final_pushed_side_share,topic,identity_verification,12,0.01388888888888889,0.0,0.0,0.034722222222222224,2,0,10,0.5,0.5
distributed_minus_organic,final_pushed_side_share,topic,political_ad_targeting,12,-0.013888888888888886,0.0,-0.04166666666666666,0.0,0,1,11,1.0,1.0
distributed_minus_organic,toward_push_share,overall,all,48,0.015625,0.0,-0.0034722222222222225,0.03472222222222223,13,7,28,0.26317596435546875,0.17774391174316406
distributed_minus_organic,toward_push_share,model,gemma4:12b,16,0.026041666666666664,0.0,0.010416666666666664,0.046875,5,0,11,0.0625,0.0625
distributed_minus_organic,toward_push_share,model,ministral-3:14b,16,0.03125,0.0,0.0,0.06770833333333334,4,1,11,0.375,0.1875
distributed_minus_organic,toward_push_share,model,qwen3.5:9b,16,-0.010416666666666668,0.0,-0.05208333333333333,0.03125,4,6,6,0.75390625,0.80859375
distributed_minus_organic,toward_push_share,topic,ai_labels,12,0.02777777777777778,0.0,-0.006944444444444445,0.06944444444444445,3,1,8,0.625,0.375
distributed_minus_organic,toward_push_share,topic,chronological_default,12,-0.006944444444444443,0.0,-0.048611111111111105,0.02777777777777779,3,3,6,1.0,1.0
distributed_minus_organic,toward_push_share,topic,identity_verification,12,0.013888888888888888,0.0,-0.020833333333333332,0.05555555555555555,3,2,7,1.0,0.75
distributed_minus_organic,toward_push_share,topic,political_ad_targeting,12,0.027777777777777776,0.0,-0.006944444444444451,0.06250000000000001,4,1,7,0.375,0.3125
distributed_minus_organic,opposite_side_survival,overall,all,48,0.006944444444444445,0.0,-0.006944444444444443,0.024305555555555556,2,1,45,1.0,0.75
distributed_minus_organic,opposite_side_survival,model,gemma4:12b,16,-0.010416666666666664,0.0,-0.031249999999999993,0.0,0,1,15,1.0,1.0
distributed_minus_organic,opposite_side_survival,model,ministral-3:14b,16,0.0,0.0,0.0,0.0,0,0,16,1.0,1.0
distributed_minus_organic,opposite_side_survival,model,qwen3.5:9b,16,0.03125,0.0,0.0,0.08333333333333334,2,0,14,0.5,0.5
distributed_minus_organic,opposite_side_survival,topic,ai_labels,12,0.0,0.0,0.0,0.0,0,0,12,1.0,1.0
distributed_minus_organic,opposite_side_survival,topic,chronological_default,12,0.013888888888888886,0.0,0.0,0.04166666666666666,1,0,11,1.0,1.0
distributed_minus_organic,opposite_side_survival,topic,identity_verification,12,-0.013888888888888886,0.0,-0.04166666666666666,0.0,0,1,11,1.0,1.0
distributed_minus_organic,opposite_side_survival,topic,political_ad_targeting,12,0.02777777777777778,0.0,0.0,0.08333333333333333,1,0,11,1.0,1.0
distributed_minus_organic,majority_capture,overall,all,48,-0.020833333333333332,0.0,-0.08333333333333333,0.041666666666666664,1,2,45,1.0,1.0
distributed_minus_organic,majority_capture,model,gemma4:12b,16,0.0625,0.0,0.0,0.1875,1,0,15,1.0,1.0
distributed_minus_organic,majority_capture,model,ministral-3:14b,16,0.0,0.0,0.0,0.0,0,0,16,1.0,1.0
