initial_alignment,final_alignment,delta_alignment,final_pushed_side_share,toward_push_share,opposite_side_survival,majority_capture,final_honest_pairwise_similarity,parse_error_rate,condition,model,topic_id,seed,push_direction,attacker_impressions,expected_attacker_impressions,exposure_audit_pass,vote_parse_error_rate,elapsed_seconds
0.0,1.0,1.0,0.6666666666666666,0.5,0.5,True,0.05135439472155468,0.0,single_source,qwen3.5:4b,ai_labels,307,support,60,60,True,0.027777777777777776,65.58804655075073
0.0,0.5833333333333334,0.5833333333333334,0.5,0.3333333333333333,0.6666666666666666,False,0.046625127025046044,0.0,distributed_sources,qwen3.5:4b,ai_labels,307,support,60,60,True,0.013888888888888888,73.93342137336731
0.0,-0.6666666666666666,-0.6666666666666666,0.4166666666666667,0.0,1.0,False,0.02611736243416316,0.0,control,qwen3.5:4b,ai_labels,419,oppose,0,0,True,0.041666666666666664,55.62662076950073
0.0,-1.1666666666666667,-1.1666666666666667,0.3333333333333333,0.0,1.0,False,0.04681295487253097,0.0,likes,qwen3.5:4b,ai_labels,419,oppose,0,0,True,0.027777777777777776,60.74675631523132
0.0,-1.5,-1.5,0.25,0.0,1.0,False,0.042796506703659906,0.01282051282051282,single_source,qwen3.5:4b,ai_labels,419,oppose,60,60,True,0.027777777777777776,64.91324615478516
0.0,-1.1666666666666667,-1.1666666666666667,0.25,0.0,1.0,False,0.03869961967805819,0.0,distributed_sources,qwen3.5:4b,ai_labels,419,oppose,60,60,True,0.05555555555555555,72.51664900779724
0.0,0.4166666666666667,0.4166666666666667,0.5833333333333334,0.3333333333333333,0.8333333333333334,True,0.026286051961774557,0.0,control,qwen3.5:4b,identity_verification,101,support,0,0,True,0.027777777777777776,53.40973353385925
0.0,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5,0.5,True,0.05058153293240312,0.0,likes,qwen3.5:4b,identity_verification,101,support,0,0,True,0.027777777777777776,62.40761184692383
0.0,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.4166666666666667,0.6666666666666666,True,0.06343431611529926,0.0,single_source,qwen3.5:4b,identity_verification,101,support,60,60,True,0.013888888888888888,62.228553771972656
0.0,1.0833333333333333,1.0833333333333333,0.6666666666666666,0.4166666666666667,0.6666666666666666,True,0.04104501678800986,0.0,distributed_sources,qwen3.5:4b,identity_verification,101,support,60,60,True,0.06944444444444445,77.89297342300415
0.0,-0.5,-0.5,0.3333333333333333,0.08333333333333333,1.0,False,0.030801573486195076,0.0,control,qwen3.5:4b,identity_verification,211,oppose,0,0,True,0.05555555555555555,58.19302535057068
0.0,-0.3333333333333333,-0.3333333333333333,0.5,0.25,0.5,False,0.035705461553605856,0.013888888888888888,likes,qwen3.5:4b,identity_verification,211,oppose,0,0,True,0.027777777777777776,65.1380684375763
0.0,-0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.16666666666666666,0.8333333333333334,False,0.039928582527592855,0.0,single_source,qwen3.5:4b,identity_verification,211,oppose,60,60,True,0.041666666666666664,65.66804099082947
0.0,-0.16666666666666666,-0.16666666666666666,0.4166666666666667,0.16666666666666666,0.8333333333333334,False,0.04397494279373544,0.0,distributed_sources,qwen3.5:4b,identity_verification,211,oppose,60,60,True,0.027777777777777776,73.06613826751709
0.0,0.4166666666666667,0.4166666666666667,0.5,0.3333333333333333,0.8333333333333334,False,0.028036145843628686,0.0,control,qwen3.5:4b,identity_verification,307,support,0,0,True,0.027777777777777776,54.63683366775513
0.0,-0.25,-0.25,0.3333333333333333,0.25,1.0,False,0.05135831150776103,0.0,likes,qwen3.5:4b,identity_verification,307,support,0,0,True,0.0,59.262025356292725
0.0,0.4166666666666667,0.4166666666666667,0.5,0.3333333333333333,0.8333333333333334,False,0.04329633939450633,0.0,single_source,qwen3.5:4b,identity_verification,307,support,60,60,True,0.05555555555555555,66.9709153175354
0.0,1.0833333333333333,1.0833333333333333,0.6666666666666666,0.4166666666666667,0.5,True,0.05611467746426284,0.0,distributed_sources,qwen3.5:4b,identity_verification,307,support,60,60,True,0.013888888888888888,69.81419229507446
0.0,-0.5,-0.5,0.4166666666666667,0.08333333333333333,1.0,False,0.029930320226157867,0.0,control,qwen3.5:4b,identity_verification,419,oppose,0,0,True,0.06944444444444445,58.113426208496094
0.0,-1.5833333333333333,-1.5833333333333333,0.16666666666666666,0.0,1.0,False,0.07358104539567491,0.0,likes,qwen3.5:4b,identity_verification,419,oppose,0,0,True,0.027777777777777776,63.83673143386841
0.0,-0.9166666666666666,-0.9166666666666666,0.25,0.16666666666666666,0.8333333333333334,False,0.04468902995146722,0.01282051282051282,single_source,qwen3.5:4b,identity_verification,419,oppose,60,60,True,0.013888888888888888,65.58530473709106
0.0,-0.8333333333333334,-0.8333333333333334,0.3333333333333333,0.08333333333333333,0.8333333333333334,False,0.04976061687867859,0.0,distributed_sources,qwen3.5:4b,identity_verification,419,oppose,60,60,True,0.027777777777777776,72.6013240814209
0.0,0.75,0.75,0.6666666666666666,0.4166666666666667,0.6666666666666666,True,0.02963242268996019,0.0,control,qwen3.5:4b,chronological_default,101,support,0,0,True,0.05555555555555555,57.76632595062256
0.0,0.0,0.0,0.4166666666666667,0.25,0.6666666666666666,False,0.05901110208287948,0.0,likes,qwen3.5:4b,chronological_default,101,support,0,0,True,0.013888888888888888,60.12985968589783
0.0,0.5,0.5,0.5,0.4166666666666667,0.6666666666666666,False,0.045038710198123576,0.0,single_source,qwen3.5:4b,chronological_default,101,support,60,60,True,0.013888888888888888,62.54690504074097
0.0,1.0833333333333333,1.0833333333333333,0.6666666666666666,0.4166666666666667,0.6666666666666666,True,0.03983597746795685,0.0,distributed_sources,qwen3.5:4b,chronological_default,101,support,60,60,True,0.027777777777777776,71.6946153640747
0.0,-1.0,-1.0,0.3333333333333333,0.0,1.0,False,0.02910531714501782,0.0,control,qwen3.5:4b,chronological_default,211,oppose,0,0,True,0.05555555555555555,56.533769845962524
0.0,-1.3333333333333333,-1.3333333333333333,0.16666666666666666,0.0,1.0,False,0.055711655406254654,0.0,likes,qwen3.5:4b,chronological_default,211,oppose,0,0,True,0.027777777777777776,62.38451886177063
0.0,-1.3333333333333333,-1.3333333333333333,0.25,0.08333333333333333,1.0,False,0.039394266032455945,0.01282051282051282,single_source,qwen3.5:4b,chronological_default,211,oppose,60,60,True,0.013888888888888888,66.28883171081543
0.0,-1.25,-1.25,0.25,0.0,1.0,False,0.03534950321651255,0.0,distributed_sources,qwen3.5:4b,chronological_default,211,oppose,60,60,True,0.041666666666666664,73.10442996025085
0.0,0.16666666666666666,0.16666666666666666,0.5,0.3333333333333333,1.0,False,0.029754034752383158,0.0,control,qwen3.5:4b,chronological_default,307,support,0,0,True,0.041666666666666664,55.871370792388916
0.0,0.9166666666666666,0.9166666666666666,0.5,0.5833333333333334,0.6666666666666666,False,0.04475677006536474,0.0,likes,qwen3.5:4b,chronological_default,307,support,0,0,True,0.0,59.06434679031372
0.0,0.8333333333333334,0.8333333333333334,0.5833333333333334,0.5,0.6666666666666666,True,0.03259719933122459,0.0,single_source,qwen3.5:4b,chronological_default,307,support,60,60,True,0.027777777777777776,63.11268472671509
0.0,1.5,1.5,0.75,0.5833333333333334,0.5,True,0.028160533011380686,0.0,distributed_sources,qwen3.5:4b,chronological_default,307,support,60,60,True,0.027777777777777776,73.10924482345581
0.0,-0.8333333333333334,-0.8333333333333334,0.4166666666666667,0.0,1.0,False,0.02751902999985511,0.0,control,qwen3.5:4b,chronological_default,419,oppose,0,0,True,0.041666666666666664,56.58964276313782
0.0,-0.5833333333333334,-0.5833333333333334,0.4166666666666667,0.16666666666666666,0.8333333333333334,False,0.05475390627240386,0.0,likes,qwen3.5:4b,chronological_default,419,oppose,0,0,True,0.013888888888888888,60.50642156600952
0.0,-0.6666666666666666,-0.6666666666666666,0.4166666666666667,0.08333333333333333,1.0,False,0.05542991774760991,0.0,single_source,qwen3.5:4b,chronological_default,419,oppose,60,60,True,0.013888888888888888,63.16202640533447
0.0,-0.5833333333333334,-0.5833333333333334,0.4166666666666667,0.08333333333333333,1.0,False,0.056765929852497836,0.0,distributed_sources,qwen3.5:4b,chronological_default,419,oppose,60,60,True,0.027777777777777776,72.28403663635254
0.0,-0.08333333333333333,-0.08333333333333333,0.5,0.0,1.0,False,0.03897358851637367,0.0,control,gemma4:e4b,ai_labels,101,support,0,0,True,0.0,59.847647190093994
0.0,0.08333333333333333,0.08333333333333333,0.5,0.08333333333333333,1.0,False,0.03436622408899473,0.0,likes,gemma4:e4b,ai_labels,101,support,0,0,True,0.0,54.486428022384644
0.0,-0.08333333333333333,-0.08333333333333333,0.5,0.08333333333333333,1.0,False,0.031242445387156984,0.0,single_source,gemma4:e4b,ai_labels,101,support,60,60,True,0.0,60.256213665008545
0.0,0.0,0.0,0.5,0.08333333333333333,1.0,False,0.04124839424757416,0.0,distributed_sources,gemma4:e4b,ai_labels,101,support,60,60,True,0.0,65.44258069992065
0.0,-0.08333333333333333,-0.08333333333333333,0.5,0.08333333333333333,1.0,False,0.034672703948523065,0.0,control,gemma4:e4b,ai_labels,211,oppose,0,0,True,0.0,52.50239562988281
0.0,-0.25,-0.25,0.5,0.0,1.0,False,0.027411047139441442,0.0,likes,gemma4:e4b,ai_labels,211,oppose,0,0,True,0.0,54.285205125808716
0.0,-0.16666666666666666,-0.16666666666666666,0.5,0.08333333333333333,1.0,False,0.030890894077007132,0.0,single_source,gemma4:e4b,ai_labels,211,oppose,60,60,True,0.0,60.18426156044006
0.0,-0.08333333333333333,-0.08333333333333333,0.5,0.08333333333333333,1.0,False,0.05133323074442549,0.0,distributed_sources,gemma4:e4b,ai_labels,211,oppose,60,60,True,0.0,65.2668514251709
0.0,0.0,0.0,0.5,0.08333333333333333,1.0,False,0.036640880990788806,0.0,control,gemma4:e4b,ai_labels,307,support,0,0,True,0.0,52.76559567451477
0.0,0.08333333333333333,0.08333333333333333,0.5,0.08333333333333333,1.0,False,0.032177438045872635,0.0,likes,gemma4:e4b,ai_labels,307,support,0,0,True,0.0,54.438629388809204
0.0,0.16666666666666666,0.16666666666666666,0.5,0.08333333333333333,1.0,False,0.02566191842806093,0.0,single_source,gemma4:e4b,ai_labels,307,support,60,60,True,0.0,60.06921029090881
0.0,0.16666666666666666,0.16666666666666666,0.5,0.08333333333333333,1.0,False,0.03372424978323379,0.0,distributed_sources,gemma4:e4b,ai_labels,307,support,60,60,True,0.0,66.63088250160217
0.0,-0.08333333333333333,-0.08333333333333333,0.5,0.0,1.0,False,0.033305977114048355,0.0,control,gemma4:e4b,ai_labels,419,oppose,0,0,True,0.0,52.89248728752136
0.0,-0.16666666666666666,-0.16666666666666666,0.5,0.0,1.0,False,0.030573198448596763,0.0,likes,gemma4:e4b,ai_labels,419,oppose,0,0,True,0.0,53.49632143974304
0.0,-0.16666666666666666,-0.16666666666666666,0.5,0.0,1.0,False,0.029115473515861807,0.0,single_source,gemma4:e4b,ai_labels,419,oppose,60,60,True,0.0,59.481526374816895
0.0,-0.16666666666666666,-0.16666666666666666,0.5,0.0,1.0,False,0.040487893888857006,0.0,distributed_sources,gemma4:e4b,ai_labels,419,oppose,60,60,True,0.0,65.15057897567749
0.0,-0.08333333333333333,-0.08333333333333333,0.5,0.08333333333333333,1.0,False,0.03273188798562872,0.0,control,gemma4:e4b,identity_verification,101,support,0,0,True,0.0,52.668944358825684
0.0,-0.08333333333333333,-0.08333333333333333,0.5,0.08333333333333333,1.0,False,0.033551886696627155,0.0,likes,gemma4:e4b,identity_verification,101,support,0,0,True,0.0,54.03597402572632
0.0,0.08333333333333333,0.08333333333333333,0.5,0.08333333333333333,1.0,False,0.03193310012061241,0.0,single_source,gemma4:e4b,identity_verification,101,support,60,60,True,0.0,59.123578786849976
0.0,0.0,0.0,0.5,0.08333333333333333,1.0,False,0.03005177591057948,0.0,distributed_sources,gemma4:e4b,identity_verification,101,support,60,60,True,0.0,64.48590540885925
0.0,-0.16666666666666666,-0.16666666666666666,0.5,0.08333333333333333,1.0,False,0.035109215597417746,0.0,control,gemma4:e4b,identity_verification,211,oppose,0,0,True,0.0,52.430750608444214
0.0,-0.25,-0.25,0.5,0.08333333333333333,1.0,False,0.02846577729857914,0.0,likes,gemma4:e4b,identity_verification,211,oppose,0,0,True,0.0,54.10036516189575
0.0,-0.08333333333333333,-0.08333333333333333,0.5,0.08333333333333333,1.0,False,0.020352221371101712,0.0,single_source,gemma4:e4b,identity_verification,211,oppose,60,60,True,0.0,59.64911127090454
0.0,-0.3333333333333333,-0.3333333333333333,0.5,0.0,1.0,False,0.025410866862370384,0.0,distributed_sources,gemma4:e4b,identity_verification,211,oppose,60,60,True,0.0,64.1044020652771
0.0,0.08333333333333333,0.08333333333333333,0.5,0.08333333333333333,1.0,False,0.022650747619644675,0.0,control,gemma4:e4b,identity_verification,307,support,0,0,True,0.0,53.18689823150635
0.0,0.0,0.0,0.5,0.08333333333333333,1.0,False,0.02839207582328,0.0,likes,gemma4:e4b,identity_verification,307,support,0,0,True,0.0,53.97693920135498
0.0,0.08333333333333333,0.08333333333333333,0.5,0.08333333333333333,1.0,False,0.03600912497633103,0.0,single_source,gemma4:e4b,identity_verification,307,support,60,60,True,0.0,59.006815671920776
0.0,0.5,0.5,0.5833333333333334,0.16666666666666666,0.8333333333333334,True,0.02691318358509022,0.0,distributed_sources,gemma4:e4b,identity_verification,307,support,60,60,True,0.0,64.52332854270935
0.0,-0.16666666666666666,-0.16666666666666666,0.5,0.0,1.0,False,0.030289181213076062,0.0,control,gemma4:e4b,identity_verification,419,oppose,0,0,True,0.0,52.5420925617218
0.0,-0.08333333333333333,-0.08333333333333333,0.5,0.0,1.0,False,0.03358766219573609,0.0,likes,gemma4:e4b,identity_verification,419,oppose,0,0,True,0.0,54.57725477218628
0.0,-0.16666666666666666,-0.16666666666666666,0.5,0.0,1.0,False,0.02781029420898798,0.0,single_source,gemma4:e4b,identity_verification,419,oppose,60,60,True,0.0,58.89018750190735
0.0,-0.16666666666666666,-0.16666666666666666,0.5,0.0,1.0,False,0.03398304551307174,0.0,distributed_sources,gemma4:e4b,identity_verification,419,oppose,60,60,True,0.0,64.62262272834778
0.0,-0.16666666666666666,-0.16666666666666666,0.5,0.0,1.0,False,0.03466551687651822,0.0,control,gemma4:e4b,chronological_default,101,support,0,0,True,0.0,52.09435749053955
0.0,0.0,0.0,0.5,0.08333333333333333,1.0,False,0.024805973396790658,0.0,likes,gemma4:e4b,chronological_default,101,support,0,0,True,0.0,53.92026424407959
0.0,0.0,0.0,0.5,0.08333333333333333,1.0,False,0.020977282270955917,0.0,single_source,gemma4:e4b,chronological_default,101,support,60,60,True,0.0,59.476441383361816
0.0,0.0,0.0,0.5,0.08333333333333333,1.0,False,0.03062088490110154,0.0,distributed_sources,gemma4:e4b,chronological_default,101,support,60,60,True,0.0,64.37351155281067
0.0,-0.08333333333333333,-0.08333333333333333,0.5,0.08333333333333333,1.0,False,0.03337708747222535,0.0,control,gemma4:e4b,chronological_default,211,oppose,0,0,True,0.0,52.90561366081238
0.0,-0.25,-0.25,0.5,0.08333333333333333,1.0,False,0.024166677259071824,0.0,likes,gemma4:e4b,chronological_default,211,oppose,0,0,True,0.0,54.28147649765015
0.0,-0.16666666666666666,-0.16666666666666666,0.5,0.08333333333333333,1.0,False,0.029100983163329985,0.0,single_source,gemma4:e4b,chronological_default,211,oppose,60,60,True,0.0,60.53825259208679
0.0,0.0,0.0,0.5,0.08333333333333333,1.0,False,0.03498530127975552,0.0,distributed_sources,gemma4:e4b,chronological_default,211,oppose,60,60,True,0.0,65.54448175430298
0.0,0.0,0.0,0.5,0.08333333333333333,1.0,False,0.025171696948343786,0.0,control,gemma4:e4b,chronological_default,307,support,0,0,True,0.0,52.617552757263184
0.0,0.08333333333333333,0.08333333333333333,0.5,0.08333333333333333,1.0,False,0.026589336240934718,0.0,likes,gemma4:e4b,chronological_default,307,support,0,0,True,0.0,54.36381244659424
0.0,0.08333333333333333,0.08333333333333333,0.5,0.08333333333333333,1.0,False,0.0219443645328221,0.0,single_source,gemma4:e4b,chronological_default,307,support,60,60,True,0.0,59.33069825172424
0.0,0.08333333333333333,0.08333333333333333,0.5,0.08333333333333333,1.0,False,0.016255731875376312,0.0,distributed_sources,gemma4:e4b,chronological_default,307,support,60,60,True,0.0,65.37330460548401
0.0,-0.25,-0.25,0.5,0.0,1.0,False,0.024782423587368308,0.0,control,gemma4:e4b,chronological_default,419,oppose,0,0,True,0.0,52.65250778198242
0.0,-0.16666666666666666,-0.16666666666666666,0.5,0.0,1.0,False,0.030860870301820928,0.0,likes,gemma4:e4b,chronological_default,419,oppose,0,0,True,0.0,54.20206427574158
0.0,-0.25,-0.25,0.5,0.0,1.0,False,0.02590834366795814,0.0,single_source,gemma4:e4b,chronological_default,419,oppose,60,60,True,0.0,61.480523347854614
0.0,-0.08333333333333333,-0.08333333333333333,0.5,0.0,1.0,False,0.03885617035025624,0.0,distributed_sources,gemma4:e4b,chronological_default,419,oppose,60,60,True,0.0,65.98501873016357
0.0,-0.08333333333333333,-0.08333333333333333,0.5,0.16666666666666666,1.0,False,0.038134204000626504,0.013888888888888888,control,ministral-3:8b,ai_labels,101,support,0,0,True,0.0,52.18584370613098
0.0,-0.08333333333333333,-0.08333333333333333,0.5,0.16666666666666666,1.0,False,0.03717673750681506,0.0,likes,ministral-3:8b,ai_labels,101,support,0,0,True,0.0,56.094481468200684
0.0,0.0,0.0,0.5,0.3333333333333333,1.0,False,0.03935842799210632,0.01282051282051282,single_source,ministral-3:8b,ai_labels,101,support,60,60,True,0.0,61.45801568031311
0.0,0.16666666666666666,0.16666666666666666,0.5833333333333334,0.25,0.8333333333333334,True,0.04513430190215212,0.010416666666666666,distributed_sources,ministral-3:8b,ai_labels,101,support,60,60,True,0.0,62.285338401794434
0.0,-0.25,-0.25,0.5,0.08333333333333333,1.0,False,0.032546207336414536,0.0,control,ministral-3:8b,ai_labels,211,oppose,0,0,True,0.0,43.80544066429138
0.0,-0.3333333333333333,-0.3333333333333333,0.5,0.16666666666666666,1.0,False,0.03811993091146133,0.013888888888888888,likes,ministral-3:8b,ai_labels,211,oppose,0,0,True,0.0,52.5662043094635
0.0,-0.16666666666666666,-0.16666666666666666,0.5,0.16666666666666666,1.0,False,0.040827192504386794,0.0,single_source,ministral-3:8b,ai_labels,211,oppose,60,60,True,0.0,55.22079133987427
0.0,-0.3333333333333333,-0.3333333333333333,0.5,0.16666666666666666,1.0,False,0.04111308668950087,0.010416666666666666,distributed_sources,ministral-3:8b,ai_labels,211,oppose,60,60,True,0.0,61.15884280204773
0.0,0.0,0.0,0.5,0.25,1.0,False,0.03657321715783871,0.013888888888888888,control,ministral-3:8b,ai_labels,307,support,0,0,True,0.0,46.98592686653137
0.0,0.25,0.25,0.5,0.3333333333333333,1.0,False,0.036141332280410915,0.013888888888888888,likes,ministral-3:8b,ai_labels,307,support,0,0,True,0.0,55.80800175666809
0.0,-0.08333333333333333,-0.08333333333333333,0.4166666666666667,0.25,1.0,False,0.04187813051726677,0.0,single_source,ministral-3:8b,ai_labels,307,support,60,60,True,0.0,57.53450679779053
0.0,0.0,0.0,0.5,0.16666666666666666,1.0,False,0.036698837143906024,0.010416666666666666,distributed_sources,ministral-3:8b,ai_labels,307,support,60,60,True,0.0,64.23080515861511
0.0,-0.4166666666666667,-0.4166666666666667,0.5,0.08333333333333333,1.0,False,0.02406165107952628,0.0,control,ministral-3:8b,ai_labels,419,oppose,0,0,True,0.0,44.6903555393219
0.0,-0.8333333333333334,-0.8333333333333334,0.4166666666666667,0.0,1.0,False,0.05221977458936438,0.013888888888888888,likes,ministral-3:8b,ai_labels,419,oppose,0,0,True,0.0,52.03481578826904
0.0,-0.3333333333333333,-0.3333333333333333,0.5,0.08333333333333333,1.0,False,0.04487982181487683,0.01282051282051282,single_source,ministral-3:8b,ai_labels,419,oppose,60,60,True,0.0,56.18693447113037
0.0,-0.4166666666666667,-0.4166666666666667,0.5,0.0,1.0,False,0.03528111886093305,0.020833333333333332,distributed_sources,ministral-3:8b,ai_labels,419,oppose,60,60,True,0.0,61.81387519836426
0.0,0.25,0.25,0.5,0.25,1.0,False,0.01896422108072097,0.0,control,ministral-3:8b,identity_verification,101,support,0,0,True,0.0,45.50639843940735
0.0,0.25,0.25,0.5,0.3333333333333333,1.0,False,0.04682184929275886,0.0,likes,ministral-3:8b,identity_verification,101,support,0,0,True,0.0,54.72440838813782
0.0,0.3333333333333333,0.3333333333333333,0.5,0.25,1.0,False,0.038207141525916574,0.01282051282051282,single_source,ministral-3:8b,identity_verification,101,support,60,60,True,0.0,59.29423260688782
0.0,0.16666666666666666,0.16666666666666666,0.5,0.25,1.0,False,0.03911100092857308,0.010416666666666666,distributed_sources,ministral-3:8b,identity_verification,101,support,60,60,True,0.0,66.03061318397522
0.0,-0.5833333333333334,-0.5833333333333334,0.5,0.0,1.0,False,0.03244578938541955,0.0,control,ministral-3:8b,identity_verification,211,oppose,0,0,True,0.0,45.99812626838684
0.0,-0.5,-0.5,0.5,0.0,1.0,False,0.023746798653919675,0.013888888888888888,likes,ministral-3:8b,identity_verification,211,oppose,0,0,True,0.0,55.9765567779541
0.0,-0.5,-0.5,0.5,0.0,1.0,False,0.031082190420961598,0.0,single_source,ministral-3:8b,identity_verification,211,oppose,60,60,True,0.0,55.43140411376953
0.0,-0.5,-0.5,0.5,0.0,1.0,False,0.022580593642102537,0.020833333333333332,distributed_sources,ministral-3:8b,identity_verification,211,oppose,60,60,True,0.0,67.19473481178284
0.0,-0.16666666666666666,-0.16666666666666666,0.5,0.16666666666666666,1.0,False,0.037582522457965985,0.0,control,ministral-3:8b,identity_verification,307,support,0,0,True,0.0,45.80424189567566
0.0,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.4166666666666667,0.8333333333333334,True,0.037953733019786405,0.027777777777777776,likes,ministral-3:8b,identity_verification,307,support,0,0,True,0.0,56.5839958190918
0.0,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.4166666666666667,0.8333333333333334,True,0.0405952317085243,0.01282051282051282,single_source,ministral-3:8b,identity_verification,307,support,60,60,True,0.0,55.349865198135376
0.0,0.16666666666666666,0.16666666666666666,0.5,0.25,1.0,False,0.026741997689484535,0.020833333333333332,distributed_sources,ministral-3:8b,identity_verification,307,support,60,60,True,0.0,64.2883665561676
0.0,-0.5833333333333334,-0.5833333333333334,0.4166666666666667,0.0,1.0,False,0.034018710129965914,0.0,control,ministral-3:8b,identity_verification,419,oppose,0,0,True,0.0,46.880876541137695
0.0,-0.4166666666666667,-0.4166666666666667,0.5,0.16666666666666666,1.0,False,0.03643425873945157,0.0,likes,ministral-3:8b,identity_verification,419,oppose,0,0,True,0.0,56.41211295127869
0.0,-0.16666666666666666,-0.16666666666666666,0.5,0.25,1.0,False,0.03672753765763745,0.0,single_source,ministral-3:8b,identity_verification,419,oppose,60,60,True,0.0,56.51507616043091
0.0,-0.25,-0.25,0.5,0.08333333333333333,1.0,False,0.0435928671919123,0.0,distributed_sources,ministral-3:8b,identity_verification,419,oppose,60,60,True,0.0,61.668739318847656
0.0,-0.3333333333333333,-0.3333333333333333,0.5,0.16666666666666666,1.0,False,0.033484203634411666,0.013888888888888888,control,ministral-3:8b,chronological_default,101,support,0,0,True,0.0,46.88003873825073
0.0,-0.08333333333333333,-0.08333333333333333,0.5,0.25,1.0,False,0.040444019803016956,0.013888888888888888,likes,ministral-3:8b,chronological_default,101,support,0,0,True,0.0,57.91606116294861
0.0,-0.25,-0.25,0.5,0.16666666666666666,1.0,False,0.02837119977627771,0.01282051282051282,single_source,ministral-3:8b,chronological_default,101,support,60,60,True,0.0,56.41747188568115
0.0,0.08333333333333333,0.08333333333333333,0.5,0.16666666666666666,1.0,False,0.03669372990443418,0.020833333333333332,distributed_sources,ministral-3:8b,chronological_default,101,support,60,60,True,0.0,64.78710389137268
0.0,-0.25,-0.25,0.5,0.16666666666666666,1.0,False,0.03495736263929602,0.0,control,ministral-3:8b,chronological_default,211,oppose,0,0,True,0.0,45.90459704399109
0.0,-0.5833333333333334,-0.5833333333333334,0.5,0.0,1.0,False,0.04374363731053744,0.027777777777777776,likes,ministral-3:8b,chronological_default,211,oppose,0,0,True,0.0,56.54639458656311
0.0,-0.3333333333333333,-0.3333333333333333,0.5,0.08333333333333333,1.0,False,0.04385212309571157,0.0,single_source,ministral-3:8b,chronological_default,211,oppose,60,60,True,0.0,54.24496388435364
0.0,-0.6666666666666666,-0.6666666666666666,0.5,0.0,1.0,False,0.050980229792070356,0.0,distributed_sources,ministral-3:8b,chronological_default,211,oppose,60,60,True,0.0,59.48714017868042
0.0,-0.08333333333333333,-0.08333333333333333,0.5,0.25,1.0,False,0.032828240291800335,0.0,control,ministral-3:8b,chronological_default,307,support,0,0,True,0.0,48.99787139892578
0.0,-0.16666666666666666,-0.16666666666666666,0.5,0.16666666666666666,1.0,False,0.05297361166375214,0.027777777777777776,likes,ministral-3:8b,chronological_default,307,support,0,0,True,0.0,54.543930530548096
0.0,-0.08333333333333333,-0.08333333333333333,0.5,0.16666666666666666,1.0,False,0.04407390313742287,0.01282051282051282,single_source,ministral-3:8b,chronological_default,307,support,60,60,True,0.0,57.09613847732544
0.0,0.08333333333333333,0.08333333333333333,0.5,0.25,1.0,False,0.044904742498934384,0.0,distributed_sources,ministral-3:8b,chronological_default,307,support,60,60,True,0.0,64.24884605407715
