contrast,metric,stratum_type,stratum,n_blocks,mean_difference,median_difference,ci95_low,ci95_high,positive,negative,ties,sign_test_p,randomization_p
pdi_distributed_minus_single,toward_push_share,model,ministral-3:8b,16,-0.015625000000000003,0.0,-0.0625,0.03645833333333332,4,7,5,0.548828125,0.6845703125
pdi_distributed_minus_single,toward_push_share,model,qwen3.5:4b,16,-0.010416666666666657,0.0,-0.052083333333333315,0.03125000000000001,4,6,6,0.75390625,0.80859375
pdi_distributed_minus_single,toward_push_share,topic,ai_labels,16,-0.041666666666666664,-0.04166666666666666,-0.07291666666666666,-0.010416666666666675,1,8,7,0.0390625,0.03515625
pdi_distributed_minus_single,toward_push_share,topic,chronological_default,16,0.020833333333333336,0.0,-0.010416666666666664,0.05208333333333334,5,2,9,0.453125,0.359375
pdi_distributed_minus_single,toward_push_share,topic,identity_verification,16,-0.020833333333333332,0.0,-0.0625,0.020833333333333332,4,5,7,1.0,0.4921875
pdi_distributed_minus_single,toward_push_share,topic,political_ad_targeting,16,3.469446951953614e-18,0.0,-0.041666666666666664,0.04166666666666668,4,5,7,1.0,1.0
pdi_distributed_minus_single,opposite_side_survival,overall,all,64,-0.005208333333333336,0.0,-0.028645833333333336,0.01822916666666666,5,6,53,1.0,0.828125
pdi_distributed_minus_single,opposite_side_survival,model,gemma4:e4b,16,-0.010416666666666664,0.0,-0.031249999999999993,0.0,0,1,15,1.0,1.0
pdi_distributed_minus_single,opposite_side_survival,model,granite4:3b,16,0.03125,0.0,0.0,0.08333333333333334,2,0,14,0.5,0.5
pdi_distributed_minus_single,opposite_side_survival,model,ministral-3:8b,16,0.0,0.0,-0.031249999999999993,0.031249999999999993,1,1,14,1.0,1.0
pdi_distributed_minus_single,opposite_side_survival,model,qwen3.5:4b,16,-0.04166666666666668,0.0,-0.11458333333333334,0.020833333333333325,2,4,10,0.6875,0.40625
pdi_distributed_minus_single,opposite_side_survival,topic,ai_labels,16,0.010416666666666664,0.0,-0.02083333333333333,0.04166666666666666,2,1,13,1.0,1.0
pdi_distributed_minus_single,opposite_side_survival,topic,chronological_default,16,-0.010416666666666664,0.0,-0.031249999999999993,0.0,0,1,15,1.0,1.0
pdi_distributed_minus_single,opposite_side_survival,topic,identity_verification,16,-0.020833333333333336,0.0,-0.07291666666666667,0.02083333333333333,1,2,13,1.0,0.75
pdi_distributed_minus_single,opposite_side_survival,topic,political_ad_targeting,16,0.0,0.0,-0.0625,0.0625,2,2,12,1.0,1.0
pdi_distributed_minus_single,majority_capture,overall,all,64,0.015625,0.0,-0.078125,0.109375,5,4,55,1.0,1.0
pdi_distributed_minus_single,majority_capture,model,gemma4:e4b,16,0.0625,0.0,0.0,0.1875,1,0,15,1.0,1.0
pdi_distributed_minus_single,majority_capture,model,granite4:3b,16,-0.125,0.0,-0.3125,0.0,0,2,14,0.5,0.5
pdi_distributed_minus_single,majority_capture,model,ministral-3:8b,16,0.0,0.0,-0.1875,0.1875,1,1,14,1.0,1.0
pdi_distributed_minus_single,majority_capture,model,qwen3.5:4b,16,0.125,0.0,-0.125,0.375,3,1,12,0.625,0.625
pdi_distributed_minus_single,majority_capture,topic,ai_labels,16,0.0,0.0,-0.1875,0.1875,1,1,14,1.0,1.0
pdi_distributed_minus_single,majority_capture,topic,chronological_default,16,0.0625,0.0,0.0,0.1875,1,0,15,1.0,1.0
pdi_distributed_minus_single,majority_capture,topic,identity_verification,16,0.0625,0.0,-0.125,0.25,2,1,13,1.0,1.0
pdi_distributed_minus_single,majority_capture,topic,political_ad_targeting,16,-0.0625,0.0,-0.25,0.125,1,2,13,1.0,1.0
pdi_distributed_minus_single,final_honest_pairwise_similarity,overall,all,64,0.00028526702380092024,-0.000522788852307856,-0.0025343413903096755,0.003119198241206189,32,32,0,1.0,0.8437411562588437
pdi_distributed_minus_single,final_honest_pairwise_similarity,model,gemma4:e4b,16,0.0043741783943870224,0.006028534710254649,0.00026447578511819503,0.008398289706281512,11,5,0,0.210113525390625,0.06268310546875
pdi_distributed_minus_single,final_honest_pairwise_similarity,model,granite4:3b,16,-0.003041350605665543,-0.0030193174152979077,-0.009588757433166475,0.0031547036549720094,6,10,0,0.454498291015625,0.380828857421875
pdi_distributed_minus_single,final_honest_pairwise_similarity,model,ministral-3:8b,16,-0.0026587136311191127,-0.002446699594123334,-0.0062721967302010635,0.0008993556043102889,8,8,0,1.0,0.184844970703125
pdi_distributed_minus_single,final_honest_pairwise_similarity,model,qwen3.5:4b,16,0.002466953937601315,-0.004070824920772556,-0.003811661167213653,0.009413296808114783,7,9,0,0.803619384765625,0.49810791015625
pdi_distributed_minus_single,final_honest_pairwise_similarity,topic,ai_labels,16,0.003984919344336203,0.004540880901649582,-0.0031716830974726985,0.010491020111845155,10,6,0,0.454498291015625,0.28411865234375
pdi_distributed_minus_single,final_honest_pairwise_similarity,topic,chronological_default,16,-0.0026007802153376653,-0.00424071456789365,-0.0074809864236950775,0.002065844821761821,7,9,0,0.803619384765625,0.3243408203125
pdi_distributed_minus_single,final_honest_pairwise_similarity,topic,identity_verification,16,-0.000620998561616368,-0.00027235043522661623,-0.0054283033284536816,0.004008798507486624,8,8,0,1.0,0.806793212890625
pdi_distributed_minus_single,final_honest_pairwise_similarity,topic,political_ad_targeting,16,0.0003779275278215119,-0.005799365685917924,-0.004442494301626541,0.006156073654934921,7,9,0,0.803619384765625,0.89532470703125
engagement_likes_minus_control,delta_alignment,overall,all,64,0.010416666666666675,0.0,-0.07421875,0.09505208333333334,31,23,10,0.34089094122009733,0.8352871647128353
engagement_likes_minus_control,delta_alignment,model,gemma4:e4b,16,0.00520833333333333,0.041666666666666664,-0.05208333333333334,0.0625,8,7,1,1.0,1.0
engagement_likes_minus_control,delta_alignment,model,granite4:3b,16,0.036458333333333336,0.0,-0.02604166666666666,0.09895833333333334,7,3,6,0.34375,0.361328125
engagement_likes_minus_control,delta_alignment,model,ministral-3:8b,16,0.052083333333333336,0.04166666666666667,-0.07291666666666666,0.1875,8,5,3,0.5810546875,0.5546875
engagement_likes_minus_control,delta_alignment,model,qwen3.5:4b,16,-0.05208333333333333,0.04166666666666667,-0.3489583333333333,0.24479166666666666,8,8,0,1.0,0.76361083984375
engagement_likes_minus_control,delta_alignment,topic,ai_labels,16,3.469446951953614e-18,0.0,-0.18229166666666669,0.19270833333333334,6,7,3,1.0,1.0
engagement_likes_minus_control,delta_alignment,topic,chronological_default,16,0.005208333333333343,0.08333333333333333,-0.15624999999999997,0.15625,9,7,0,0.803619384765625,1.0
engagement_likes_minus_control,delta_alignment,topic,identity_verification,16,-0.026041666666666664,0.0,-0.22916666666666663,0.15624999999999997,7,5,4,0.7744140625,0.88818359375
engagement_likes_minus_control,delta_alignment,topic,political_ad_targeting,16,0.0625,0.08333333333333334,-0.06770833333333333,0.19270833333333331,9,4,3,0.266845703125,0.4326171875
engagement_likes_minus_control,final_pushed_side_share,overall,all,64,-0.00390625,0.0,-0.022135416666666664,0.013020833333333334,7,8,49,1.0,0.780517578125
engagement_likes_minus_control,final_pushed_side_share,model,gemma4:e4b,16,0.0,0.0,0.0,0.0,0,0,16,1.0,1.0
engagement_likes_minus_control,final_pushed_side_share,model,granite4:3b,16,0.005208333333333336,0.0,0.0,0.015625000000000007,1,0,15,1.0,1.0
engagement_likes_minus_control,final_pushed_side_share,model,ministral-3:8b,16,0.005208333333333336,0.0,-0.010416666666666664,0.020833333333333343,2,1,13,1.0,1.0
engagement_likes_minus_control,final_pushed_side_share,model,qwen3.5:4b,16,-0.02604166666666667,0.0,-0.09375,0.04166666666666666,4,7,5,0.548828125,0.5625
engagement_likes_minus_control,final_pushed_side_share,topic,ai_labels,16,0.005208333333333325,0.0,-0.026041666666666675,0.04166666666666665,2,3,11,1.0,1.0
engagement_likes_minus_control,final_pushed_side_share,topic,chronological_default,16,-0.026041666666666664,0.0,-0.0625,0.0,0,2,14,0.5,0.5
engagement_likes_minus_control,final_pushed_side_share,topic,identity_verification,16,-0.005208333333333332,0.0,-0.052083333333333336,0.036458333333333336,3,2,11,1.0,1.0
engagement_likes_minus_control,final_pushed_side_share,topic,political_ad_targeting,16,0.010416666666666668,0.0,-0.010416666666666664,0.03645833333333333,2,1,13,1.0,0.75
engagement_likes_minus_control,toward_push_share,overall,all,64,0.03645833333333333,0.0,0.013020833333333336,0.05989583333333334,26,11,27,0.020073851919732988,0.00520999479000521
engagement_likes_minus_control,toward_push_share,model,gemma4:e4b,16,0.005208333333333333,0.0,-0.010416666666666666,0.020833333333333332,2,1,13,1.0,1.0
engagement_likes_minus_control,toward_push_share,model,granite4:3b,16,0.020833333333333332,0.0,-0.005208333333333333,0.046875,6,2,8,0.2890625,0.2890625
engagement_likes_minus_control,toward_push_share,model,ministral-3:8b,16,0.05729166666666666,0.08333333333333331,-3.469446951953614e-18,0.11458333333333333,10,4,2,0.1795654296875,0.10986328125
engagement_likes_minus_control,toward_push_share,model,qwen3.5:4b,16,0.06250000000000003,0.041666666666666685,6.938893903907228e-18,0.12500000000000003,8,4,4,0.3876953125,0.11328125
engagement_likes_minus_control,toward_push_share,topic,ai_labels,16,0.015625000000000003,0.0,-0.020833333333333336,0.05729166666666667,5,4,7,1.0,0.671875
engagement_likes_minus_control,toward_push_share,topic,chronological_default,16,0.026041666666666664,0.041666666666666664,-0.02604166666666667,0.078125,8,4,4,0.3876953125,0.47265625
engagement_likes_minus_control,toward_push_share,topic,identity_verification,16,0.036458333333333336,0.0,-0.010416666666666661,0.08854166666666666,5,3,8,0.7265625,0.2421875
engagement_likes_minus_control,toward_push_share,topic,political_ad_targeting,16,0.06770833333333334,0.041666666666666664,0.03125,0.10937500000000001,8,0,8,0.0078125,0.0078125
engagement_likes_minus_control,opposite_side_survival,overall,all,64,-0.0390625,0.0,-0.06770833333333333,-0.015624999999999997,1,10,53,0.01171875,0.0068359375
engagement_likes_minus_control,opposite_side_survival,model,gemma4:e4b,16,0.0,0.0,0.0,0.0,0,0,16,1.0,1.0
engagement_likes_minus_control,opposite_side_survival,model,granite4:3b,16,-0.02083333333333333,0.0,-0.05208333333333332,0.0,0,2,14,0.5,0.5
engagement_likes_minus_control,opposite_side_survival,model,ministral-3:8b,16,-0.010416666666666664,0.0,-0.031249999999999993,0.0,0,1,15,1.0,1.0
engagement_likes_minus_control,opposite_side_survival,model,qwen3.5:4b,16,-0.125,0.0,-0.21875,-0.041666666666666664,1,7,8,0.0703125,0.03125
engagement_likes_minus_control,opposite_side_survival,topic,ai_labels,16,-0.03125,0.0,-0.08333333333333334,0.0,0,2,14,0.5,0.5
engagement_likes_minus_control,opposite_side_survival,topic,chronological_default,16,-0.03125,0.0,-0.08333333333333334,0.0,0,2,14,0.5,0.5
engagement_likes_minus_control,opposite_side_survival,topic,identity_verification,16,-0.0625,0.0,-0.14583333333333331,0.0,1,4,11,0.375,0.25
engagement_likes_minus_control,opposite_side_survival,topic,political_ad_targeting,16,-0.031249999999999997,0.0,-0.08333333333333331,0.0,0,2,14,0.5,0.5
engagement_likes_minus_control,majority_capture,overall,all,64,0.046875,0.0,-0.015625,0.125,4,1,59,0.375,0.375
engagement_likes_minus_control,majority_capture,model,gemma4:e4b,16,0.0,0.0,0.0,0.0,0,0,16,1.0,1.0
engagement_likes_minus_control,majority_capture,model,granite4:3b,16,0.0625,0.0,0.0,0.1875,1,0,15,1.0,1.0
engagement_likes_minus_control,majority_capture,model,ministral-3:8b,16,0.0625,0.0,0.0,0.1875,1,0,15,1.0,1.0
engagement_likes_minus_control,majority_capture,model,qwen3.5:4b,16,0.0625,0.0,-0.125,0.25,2,1,13,1.0,1.0
engagement_likes_minus_control,majority_capture,topic,ai_labels,16,0.125,0.0,0.0,0.3125,2,0,14,0.5,0.5
engagement_likes_minus_control,majority_capture,topic,chronological_default,16,-0.0625,0.0,-0.1875,0.0,0,1,15,1.0,1.0
engagement_likes_minus_control,majority_capture,topic,identity_verification,16,0.0625,0.0,0.0,0.1875,1,0,15,1.0,1.0
engagement_likes_minus_control,majority_capture,topic,political_ad_targeting,16,0.0625,0.0,0.0,0.1875,1,0,15,1.0,1.0
engagement_likes_minus_control,final_honest_pairwise_similarity,overall,all,64,0.008235154749652246,0.005657525889341061,0.004341450477465322,0.012083453475636902,42,22,0,0.01685819004428113,0.000104999895000105
engagement_likes_minus_control,final_honest_pairwise_similarity,model,gemma4:e4b,16,-0.0028998721921187883,-0.0035981108051838812,-0.00556406954037544,-0.00019822404164419836,6,10,0,0.454498291015625,0.059783935546875
engagement_likes_minus_control,final_honest_pairwise_similarity,model,granite4:3b,16,0.0030570040473849227,0.005468972560961315,-0.004881641925821223,0.010390753220910686,9,7,0,0.803619384765625,0.454833984375
engagement_likes_minus_control,final_honest_pairwise_similarity,model,ministral-3:8b,16,0.007439498832093196,0.006266769871826044,0.0019308947192983447,0.013058110549651288,12,4,0,0.076812744140625,0.024261474609375
engagement_likes_minus_control,final_honest_pairwise_similarity,model,qwen3.5:4b,16,0.025343988311249652,0.026920607266892792,0.0188944020106893,0.031066012689407452,15,1,0,0.000518798828125,9.1552734375e-05
engagement_likes_minus_control,final_honest_pairwise_similarity,topic,ai_labels,16,0.006794530659746406,0.0025709193488095,-0.0024400129448147023,0.016146566991916893,8,8,0,1.0,0.184844970703125
engagement_likes_minus_control,final_honest_pairwise_similarity,topic,chronological_default,16,0.01014662077408164,0.011466952244097744,0.0034457579052087,0.016735747846037468,12,4,0,0.076812744140625,0.013519287109375
engagement_likes_minus_control,final_honest_pairwise_similarity,topic,identity_verification,16,0.00946536137911028,0.005322608135523052,0.0030035899347223907,0.016610716853524752,13,3,0,0.021270751953125,0.017333984375
engagement_likes_minus_control,final_honest_pairwise_similarity,topic,political_ad_targeting,16,0.006534106185670657,0.002679737299703581,-0.000872902953066621,0.014591482856958495,9,7,0,0.803619384765625,0.129180908203125
single_minus_organic,delta_alignment,overall,all,64,0.015625000000000003,0.0,-0.03645833333333332,0.06901041666666669,24,26,14,0.887724827340783,0.6031603968396032
single_minus_organic,delta_alignment,model,gemma4:e4b,16,0.026041666666666664,0.04166666666666666,-0.020833333333333332,0.06770833333333334,8,4,4,0.3876953125,0.3916015625
single_minus_organic,delta_alignment,model,granite4:3b,16,-0.04166666666666667,-0.08333333333333333,-0.078125,-0.005208333333333333,3,9,4,0.14599609375,0.0966796875
single_minus_organic,delta_alignment,model,ministral-3:8b,16,-0.03645833333333333,-0.04166666666666663,-0.16666666666666663,0.09375,7,8,1,1.0,0.65081787109375
single_minus_organic,delta_alignment,model,qwen3.5:4b,16,0.11458333333333334,0.0,-0.026041666666666637,0.2604166666666667,6,5,5,1.0,0.17578125
single_minus_organic,delta_alignment,topic,ai_labels,16,0.026041666666666668,0.08333333333333333,-0.08333333333333331,0.13541666666666669,9,5,2,0.4239501953125,0.7244873046875
single_minus_organic,delta_alignment,topic,chronological_default,16,-0.020833333333333322,-0.04166666666666663,-0.125,0.08333333333333334,4,8,4,0.3876953125,0.7685546875
single_minus_organic,delta_alignment,topic,identity_verification,16,0.11458333333333333,0.04166666666666666,0.010416666666666664,0.23958333333333334,8,5,3,0.5810546875,0.104736328125
single_minus_organic,delta_alignment,topic,political_ad_targeting,16,-0.05729166666666667,-0.041666666666666664,-0.11979166666666666,8.673617379884035e-18,3,8,5,0.2265625,0.130859375
single_minus_organic,final_pushed_side_share,overall,all,64,0.0013020833333333343,0.0,-0.010416666666666664,0.013020833333333334,8,7,49,1.0,1.0
single_minus_organic,final_pushed_side_share,model,gemma4:e4b,16,0.0,0.0,0.0,0.0,0,0,16,1.0,1.0
single_minus_organic,final_pushed_side_share,model,granite4:3b,16,-0.005208333333333336,0.0,-0.015625000000000007,0.0,0,1,15,1.0,1.0
single_minus_organic,final_pushed_side_share,model,ministral-3:8b,16,-0.010416666666666664,0.0,-0.031249999999999993,0.010416666666666664,1,3,12,0.625,0.625
single_minus_organic,final_pushed_side_share,model,qwen3.5:4b,16,0.020833333333333336,0.0,-0.020833333333333322,0.05729166666666668,7,3,6,0.34375,0.46484375
single_minus_organic,final_pushed_side_share,topic,ai_labels,16,-0.010416666666666661,0.0,-0.031249999999999986,0.010416666666666664,1,3,12,0.625,0.625
single_minus_organic,final_pushed_side_share,topic,chronological_default,16,0.01041666666666667,0.0,-0.010416666666666661,0.03125,3,1,12,0.625,0.625
single_minus_organic,final_pushed_side_share,topic,identity_verification,16,0.010416666666666661,0.0,-0.020833333333333343,0.041666666666666664,3,1,12,0.625,0.75
single_minus_organic,final_pushed_side_share,topic,political_ad_targeting,16,-0.005208333333333332,0.0,-0.020833333333333343,0.010416666666666675,1,2,13,1.0,1.0
single_minus_organic,toward_push_share,overall,all,64,-1.734723475976807e-18,0.0,-0.016927083333333336,0.016927083333333336,16,18,30,0.8641662404406816,1.0
single_minus_organic,toward_push_share,model,gemma4:e4b,16,0.010416666666666666,0.0,0.0,0.026041666666666664,2,0,14,0.5,0.5
single_minus_organic,toward_push_share,model,granite4:3b,16,-0.020833333333333332,0.0,-0.046875,0.005208333333333333,2,6,8,0.2890625,0.2890625
single_minus_organic,toward_push_share,model,ministral-3:8b,16,-0.015624999999999997,0.0,-0.05729166666666666,0.02604166666666667,4,7,5,0.548828125,0.63671875
single_minus_organic,toward_push_share,model,qwen3.5:4b,16,0.02604166666666666,0.04166666666666663,-0.01562500000000001,0.06770833333333333,8,5,3,0.5810546875,0.3662109375
single_minus_organic,toward_push_share,topic,ai_labels,16,0.041666666666666664,0.04166666666666666,0.015624999999999997,0.07291666666666666,8,1,7,0.0390625,0.03515625
single_minus_organic,toward_push_share,topic,chronological_default,16,-0.015625,0.0,-0.05208333333333333,0.020833333333333336,3,7,6,0.34375,0.58984375
single_minus_organic,toward_push_share,topic,identity_verification,16,-0.005208333333333334,0.0,-0.03645833333333333,0.031249999999999997,3,5,8,0.7265625,1.0
single_minus_organic,toward_push_share,topic,political_ad_targeting,16,-0.020833333333333336,0.0,-0.05208333333333333,0.010416666666666652,2,5,9,0.453125,0.359375
single_minus_organic,opposite_side_survival,overall,all,64,0.005208333333333334,0.0,-0.013020833333333327,0.0234375,5,4,55,1.0,0.78125
single_minus_organic,opposite_side_survival,model,gemma4:e4b,16,0.0,0.0,0.0,0.0,0,0,16,1.0,1.0
single_minus_organic,opposite_side_survival,model,granite4:3b,16,-6.938893903907228e-18,0.0,-0.031250000000000014,0.031249999999999993,1,1,14,1.0,1.0
single_minus_organic,opposite_side_survival,model,ministral-3:8b,16,0.0,0.0,0.0,0.0,0,0,16,1.0,1.0
single_minus_organic,opposite_side_survival,model,qwen3.5:4b,16,0.020833333333333343,0.0,-0.04166666666666665,0.08333333333333334,4,3,9,1.0,0.765625
single_minus_organic,opposite_side_survival,topic,ai_labels,16,-0.010416666666666664,0.0,-0.031249999999999993,0.0,0,1,15,1.0,1.0
single_minus_organic,opposite_side_survival,topic,chronological_default,16,0.010416666666666664,0.0,0.0,0.031249999999999993,1,0,15,1.0,1.0
single_minus_organic,opposite_side_survival,topic,identity_verification,16,0.020833333333333336,0.0,-0.031249999999999993,0.08333333333333333,3,2,11,1.0,0.75
single_minus_organic,opposite_side_survival,topic,political_ad_targeting,16,0.0,0.0,-0.031250000000000014,0.031250000000000014,1,1,14,1.0,1.0
single_minus_organic,majority_capture,overall,all,64,0.015625,0.0,0.0,0.046875,1,0,63,1.0,1.0
single_minus_organic,majority_capture,model,gemma4:e4b,16,0.0,0.0,0.0,0.0,0,0,16,1.0,1.0
single_minus_organic,majority_capture,model,granite4:3b,16,0.0,0.0,0.0,0.0,0,0,16,1.0,1.0
single_minus_organic,majority_capture,model,ministral-3:8b,16,0.0,0.0,0.0,0.0,0,0,16,1.0,1.0
single_minus_organic,majority_capture,model,qwen3.5:4b,16,0.0625,0.0,0.0,0.1875,1,0,15,1.0,1.0
single_minus_organic,majority_capture,topic,ai_labels,16,0.0,0.0,0.0,0.0,0,0,16,1.0,1.0
single_minus_organic,majority_capture,topic,chronological_default,16,0.0625,0.0,0.0,0.1875,1,0,15,1.0,1.0
single_minus_organic,majority_capture,topic,identity_verification,16,0.0,0.0,0.0,0.0,0,0,16,1.0,1.0
single_minus_organic,majority_capture,topic,political_ad_targeting,16,0.0,0.0,0.0,0.0,0,0,16,1.0,1.0
single_minus_organic,final_honest_pairwise_similarity,overall,all,64,-0.0038766939452083505,-0.0015382557543748513,-0.007411789134121398,-0.0004943750564102915,26,38,0,0.16864291143970336,0.031557968442031556
single_minus_organic,final_honest_pairwise_similarity,model,gemma4:e4b,16,-0.0012657884120897596,-0.002371282638926246,-0.003634156397583192,0.0012533848772269777,5,11,0,0.210113525390625,0.338104248046875
single_minus_organic,final_honest_pairwise_similarity,model,granite4:3b,16,-0.002341251275611545,-0.001090853507969551,-0.012013814078363053,0.0065039167356082525,7,9,0,0.803619384765625,0.6417236328125
single_minus_organic,final_honest_pairwise_similarity,model,ministral-3:8b,16,0.0009044952492444722,0.001237484701738574,-0.0025934876880994084,0.004285072427017861,10,6,0,0.454498291015625,0.619842529296875
single_minus_organic,final_honest_pairwise_similarity,model,qwen3.5:4b,16,-0.01280423134237657,-0.010110771423697429,-0.020755824632755132,-0.005290023414519103,4,12,0,0.076812744140625,0.006378173828125
single_minus_organic,final_honest_pairwise_similarity,topic,ai_labels,16,-0.0057567413479663815,-0.0022907518172863503,-0.013986375080497063,0.00177293383724659,6,10,0,0.454498291015625,0.171356201171875
single_minus_organic,final_honest_pairwise_similarity,topic,chronological_default,16,-0.002454025604235471,-0.0042368314169736795,-0.007538619656697621,0.003074265885387813,6,10,0,0.454498291015625,0.391937255859375
single_minus_organic,final_honest_pairwise_similarity,topic,identity_verification,16,-0.002167275462543097,-0.0013935966599841962,-0.007071948157227632,0.0020535639365049613,7,9,0,0.803619384765625,0.413177490234375
single_minus_organic,final_honest_pairwise_similarity,topic,political_ad_targeting,16,-0.005128733366088453,-0.0006600315123917351,-0.014536207337582407,0.002932104403138159,7,9,0,0.803619384765625,0.298675537109375
distributed_minus_organic,delta_alignment,overall,all,64,0.07291666666666666,0.0,-0.0078124999999999965,0.15755208333333331,31,18,15,0.08543313315739454,0.09464290535709464
distributed_minus_organic,delta_alignment,model,gemma4:e4b,16,0.0625,0.0,-0.005208333333333327,0.140625,7,4,5,0.548828125,0.162109375
distributed_minus_organic,delta_alignment,model,granite4:3b,16,-0.07291666666666667,0.0,-0.17708333333333331,0.020833333333333332,6,6,4,1.0,0.22705078125
distributed_minus_organic,delta_alignment,model,ministral-3:8b,16,0.04687500000000001,0.04166666666666666,-0.0625,0.15104166666666669,8,5,3,0.5810546875,0.477294921875
distributed_minus_organic,delta_alignment,model,qwen3.5:4b,16,0.2552083333333333,0.25,-2.0816681711721685e-17,0.515625,10,3,3,0.09228515625,0.088134765625
distributed_minus_organic,delta_alignment,topic,ai_labels,16,0.02604166666666667,0.041666666666666664,-0.08333333333333334,0.13541666666666669,8,4,4,0.3876953125,0.72607421875
distributed_minus_organic,delta_alignment,topic,chronological_default,16,0.17187500000000003,0.08333333333333333,0.046875,0.328125,10,2,4,0.03857421875,0.01953125
distributed_minus_organic,delta_alignment,topic,identity_verification,16,0.16145833333333331,0.041666666666666664,-0.031249999999999993,0.3803385416666553,8,5,3,0.5810546875,0.184326171875
distributed_minus_organic,delta_alignment,topic,political_ad_targeting,16,-0.06770833333333334,0.0,-0.21875,0.07291666666666666,5,7,4,0.7744140625,0.4453125
distributed_minus_organic,final_pushed_side_share,overall,all,64,0.01171875,0.0,-0.007812499999999998,0.03255208333333333,11,9,44,0.8238029479980469,0.32349395751953125
distributed_minus_organic,final_pushed_side_share,model,gemma4:e4b,16,0.005208333333333336,0.0,0.0,0.015625000000000007,1,0,15,1.0,1.0
distributed_minus_organic,final_pushed_side_share,model,granite4:3b,16,-0.015625000000000007,0.0,-0.031250000000000014,0.0,0,3,13,0.25,0.25
distributed_minus_organic,final_pushed_side_share,model,ministral-3:8b,16,0.005208333333333332,0.0,-0.010416666666666675,0.02083333333333334,2,1,13,1.0,1.0
distributed_minus_organic,final_pushed_side_share,model,qwen3.5:4b,16,0.05208333333333333,0.04166666666666663,-0.015625,0.12499999999999999,8,5,3,0.5810546875,0.238525390625
